项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,1 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,7161,54581,801117,84.71%,77.64%,53.35%,1.14:20-18:00石灰石库存低，计划停机，磨内检查
,SRC/OWC生料,0,0,455586,,,,
回转窑,OPC熟料,5357,37404,516726,100.00%,90.73%,62.46%,
,SRC/OWC熟料,0,0,281182,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,9 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9195,63776,810312,100.00%,80.12%,53.54%,
,SRC/OWC生料,0,0,455586,,,,
回转窑,OPC熟料,5618,43022,522344,100.00%,91.76%,62.61%,
,SRC/OWC熟料,0,0,281182,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,10 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,7506,71282,817818,85.42%,80.65%,53.66%,1.10:34-14:04石灰石库存低，停机待料
,SRC/OWC生料,0,0,455586,,,,
回转窑,OPC熟料,5656,48678,528000,100.00%,92.59%,62.76%,
,SRC/OWC熟料,0,0,281182,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,11 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,5321,76603,823139,61.46%,78.91%,53.70%,1.7:30-16:45立磨计划停机定检
,SRC/OWC生料,0,0,455586,,,,
回转窑,OPC熟料,5456,54134,533456,100.00%,93.26%,62.90%,
,SRC/OWC熟料,0,0,281182,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,12 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,4965,81568,828104,55.79%,76.98%,53.70%,"1.4:58-11:00石灰石库存低，立磨停机待料，
2.16:15-20:50更换液压站阀门和清洗阀门"
,SRC/OWC生料,0,0,455586,,,,
回转窑,OPC熟料,5176,59310,538632,100.00%,93.82%,63.05%,
,SRC/OWC熟料,0,0,281182,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,13 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,-81568,0,746536,0.00%,71.06%,53.49%,
,SRC/OWC生料,-81568,0,374018,,,,
回转窑,OPC熟料,-58139,1171,480493,0.00%,86.61%,62.80%,
,SRC/OWC熟料,-58139,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,14 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,65.98%,53.29%,
,SRC/OWC生料,,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,80.42%,62.56%,
,SRC/OWC熟料,,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,15 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,61.58%,53.08%,
,SRC/OWC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,75.06%,62.31%,
,SRC/OWC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,16 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,57.73%,52.87%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,70.37%,62.07%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,17 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,54.34%,52.67%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,66.23%,61.84%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,18 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,51.32%,52.47%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,62.55%,61.60%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,19 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,48.62%,52.27%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,59.26%,61.36%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,20 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,46.19%,52.07%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,56.29%,61.13%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,21 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,43.99%,51.87%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,53.61%,60.90%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,22 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,41.99%,51.68%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,51.18%,60.67%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,23 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,40.16%,51.48%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,48.95%,60.44%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,24 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,38.49%,51.29%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,46.91%,60.21%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,25 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,36.95%,51.10%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,45.04%,59.99%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,26 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,35.53%,50.91%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,43.30%,59.77%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,27 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,34.21%,50.72%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,41.70%,59.55%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,28 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,32.99%,50.53%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,40.21%,59.33%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,29 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,31.85%,50.35%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,38.82%,59.11%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,30 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,30.79%,50.16%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,37.53%,58.89%,
,SRC熟料,0,0,223044,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,9 ,月,31 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,0,746536,0.00%,29.80%,49.98%,
,SRC生料,0,0,374018,,,,
回转窑,OPC熟料,0,1171,480493,0.00%,36.32%,58.68%,
,SRC熟料,0,0,223044,,,,
