项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,1 ,日,,,,
2023年,7 ,月,11 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9016,58698,528118,97.29%,71.18%,51.74%,"原料系统：
1.23:21-24:00石灰石库存低，立磨停机（堆场库存少）"
,SRC/OWC生料,0,13707,414293,,,,
回转窑,OPC熟料,5691,37240,335974,100.00%,79.38%,59.54%,
,SRC/OWC熟料,0,10377,255321,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,12 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,1133,59831,529251,12.08%,66.26%,51.54%,"原料系统：
1.立磨停机原因是石灰石库存低，停机待料。
回转窑系统：
1.14:18-15:48窑止料，配合业主试生产LC3相关准备工作。"
,SRC/OWC生料,0,13707,414293,,,,
回转窑,OPC熟料,2825,40064,338798,93.75%,80.58%,59.72%,
,SRC/OWC熟料,0,10377,255321,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,13 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,59831,529251,0.00%,61.16%,51.27%,
,SRC/OWC生料,0,13707,414293,,,,
回转窑,OPC熟料,17,40081,338815,75.71%,80.21%,59.80%,
,SRC/OWC熟料,17,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,14 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,7166,66997,536417,80.83%,62.57%,51.42%,"原料系统：
1.石灰石库存不足停机2个小时；
2.生产LC3停磨1.2小时；
3.窑停磨停1.4小时
回转窑系统：
1.SC炉浇注料掉落停机修复，停机1.4小时"
,SRC/OWC生料,,13707,414293,,,,
回转窑,OPC熟料,4486,44568,343302,94.17%,81.20%,59.98%,
,SRC/OWC熟料,,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,15 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,66997,536417,0.00%,58.39%,51.16%,1.停机处理SC炉浇注料
,SRC/OWC生料,0,13707,414293,,,,
回转窑,OPC熟料,0,44568,343302,0.00%,75.79%,59.67%,
,SRC/OWC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,16 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,66997,536417,0.00%,54.74%,50.90%,1.停机处理SC炉浇注料
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,0,44568,343302,0.00%,71.05%,59.37%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,17 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,66997,536417,0.00%,51.52%,50.64%,1.停机处理SC炉浇注料
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,0,44568,343302,0.00%,66.87%,59.07%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,18 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,66997,536417,0.00%,48.66%,50.39%,1.停机处理SC炉浇注料
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,0,44568,343302,0.00%,63.16%,58.77%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,19 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,66997,536417,0.00%,46.10%,50.14%,1.20：20回转窑点火升温
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,0,44568,343302,0.00%,59.83%,58.48%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,20 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,961,67958,537378,11.25%,44.36%,49.94%,"原料系统：
1.21:20投料生产；
回转窑系统：
1.20:20投料生产"
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,643,45210,343944,15.42%,57.61%,58.26%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,21 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9106,77064,546484,100.00%,47.01%,50.19%,
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,4642,49852,348586,100.00%,59.63%,58.47%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,22 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9113,86177,555597,99.58%,49.40%,50.43%,"原料系统：
1.11:54-12:02水泥磨开机，电厂要求停立磨主电机；"
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,5077,54930,353664,100.00%,61.47%,58.68%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,23 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9242,95419,564839,100.00%,51.60%,50.68%,
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,5574,60504,359238,100.00%,63.14%,58.88%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,24 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9192,104611,574031,100.00%,53.61%,50.92%,
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,5250,65754,364488,100.00%,64.68%,59.08%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,25 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9301,113912,583332,100.00%,55.47%,51.16%,
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,5291,71044,369778,100.00%,66.09%,59.28%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,26 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9495,123407,592827,100.00%,57.18%,51.39%,
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,5422,76466,375200,100.00%,67.39%,59.47%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,27 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9489,132896,602316,100.00%,58.77%,51.63%,
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,5473,81939,380673,100.00%,68.60%,59.67%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,28 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9580,142476,611896,100.00%,60.24%,51.86%,
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,5383,87322,386056,100.00%,69.72%,59.86%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,29 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,6434,148910,618330,70.00%,60.58%,51.94%,"原料系统：
1.3：00-4:30,12:23-18:06石灰石库存低，立磨停机待料"
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,4932,92254,390988,100.00%,70.77%,60.05%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,30 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,3178,152088,621508,35.83%,59.75%,51.87%,"原料系统：
1.2:45-18:06计划停机，石灰石库存低；
回转窑系统：
1.3:45-4:15C5A锥部负压显示为零，窑止料检查；
2.16:00-17:06入窑斗提通讯故障跳停，窑止料"
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,4667,96920,395654,93.33%,71.52%,60.21%,
,SRC熟料,0,10377,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,7 ,月,31 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,8153,160241,629661,91.67%,60.78%,52.05%,"原料系统：
1.1:47-3:45石灰石库存低，停磨待料"
,SRC生料,0,13707,414293,,,,
回转窑,OPC熟料,5522,102442,401176,100.00%,72.44%,60.40%,
,SRC熟料,0,10377,255338,,,,
