项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,1 ,日,,,,
回转窑,OPC熟料,5231,42019,443195,99.29%,99.79%,61.83%,
,SRC/OWC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,9 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,7629,60878,690539,85.00%,74.71%,52.98%,"原料系统：
1.0:00-2:18,13:00-14:18石灰石库存低，停机待料"
,SRC/OWC生料,0,0,414293,,,,
回转窑,OPC熟料,5354,47373,448549,100.00%,99.81%,62.00%,
,SRC/OWC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,10 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,7475,68353,698014,81.25%,75.37%,53.10%,"原料系统：
1.11:20-15:26石灰石库存低，立磨停机待料；
2.18:38-19:02黏土板喂称变频器故障跳停，立磨停机。"
,SRC/OWC生料,0,0,414293,,,,
回转窑,OPC熟料,5380,52753,453929,100.00%,99.83%,62.17%,
,SRC/OWC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,11 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,5937,74290,703951,64.79%,74.41%,53.16%,"原料系统：
1.7:18-12:30,18:30-21:45石灰石库存低，立磨停机待料"
,SRC/OWC生料,0,0,414293,,,,
回转窑,OPC熟料,5147,57900,459076,100.00%,99.85%,62.34%,
,SRC/OWC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,12 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,5212,79502,709163,59.31%,73.15%,53.18%,"原料系统：
1.3:16-8:50,19:48-24:00石灰石库存低，磨机停机待料；
回转窑系统：
1.均化库位低，回转窑减产运行。"
,SRC/OWC生料,0,0,414293,,,,
回转窑,OPC熟料,4167,62067,463243,100.00%,99.86%,62.51%,
,SRC/OWC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,13 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,2143,81645,711306,24.79%,69.43%,53.06%,"原料系统：
1.0:00-1:11,4:02-10:06，石灰石库存低，停磨待料。13:12-24:00窑停磨停
回转窑系统：
1.13:12-24:00窑筒体8米温度高，停窑"
,SRC/OWC生料,0,0,414293,,,,
回转窑,OPC熟料,1919,63986,465162,55.00%,96.41%,62.48%,
,SRC/OWC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,14 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,0.00%,64.47%,52.82%,"原料系统：
1.0:00-24:00窑停磨停；
回转窑系统：
1.0:00-24:00窑筒体8.5米处温度高，停窑处理"
,SRC/OWC生料,,0,414293,,,,
回转窑,OPC熟料,0,63986,465162,0.00%,89.52%,62.20%,
,SRC/OWC熟料,,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,15 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,0.00%,60.17%,52.59%,1.系统停机检修
,SRC/OWC生料,0,0,414293,,,,
回转窑,OPC熟料,0,63986,465162,0.00%,83.56%,61.93%,
,SRC/OWC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,16 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,0.00%,56.41%,52.36%,1.系统停机检修
,SRC生料,0,0,414293,,,,
回转窑,OPC熟料,0,63986,465162,0.00%,78.33%,61.66%,
,SRC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,17 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,0.00%,53.09%,52.13%,1.系统停机检修
,SRC生料,0,0,414293,,,,
回转窑,OPC熟料,0,63986,465162,0.00%,73.73%,61.39%,
,SRC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,18 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,0.00%,50.14%,51.90%,1.系统停机检修
,SRC生料,0,0,414293,,,,
回转窑,OPC熟料,0,63986,465162,0.00%,69.63%,61.12%,
,SRC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,19 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,0.00%,47.50%,51.68%,1.回转窑23:20点火升温
,SRC生料,0,0,414293,,,,
回转窑,OPC熟料,0,63986,465162,0.00%,65.96%,60.86%,
,SRC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,20 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,19.67%,46.11%,51.54%,"原料系统：
1.0:00-18:36窑停磨停；
2.21:09-21:50处理3号氮气囊漏油
回转窑系统：
1.17:30窑投料，
2.窑筒体9米处温度高"
,SRC生料,1657,1657,415950,,,,
回转窑,OPC熟料,1019,65006,466182,27.08%,64.02%,60.71%,
,SRC熟料,0,0,255338,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,21 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,27.25%,45.21%,51.44%,"原料系统：
1.2:10-4:20石灰石库存低，停磨待料；2.8:42-24:00窑停磨停
回转窑系统：
1.8:42-24:00窑筒体9米温度高，停窑"
,SRC生料,2273,3930,418223,,,,
回转窑,OPC熟料,0,65006,466182,36.25%,62.70%,60.61%,
,SRC熟料,1610,1610,256948,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,22 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,0.00%,43.16%,51.22%,1.回转窑21:00点火升温
,SRC生料,0,3930,418223,,,,
回转窑,OPC熟料,0,65006,466182,0.00%,59.85%,60.35%,
,SRC熟料,0,1610,256948,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,23 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,54.38%,43.65%,51.23%,"原料系统：
1.10:57投料
回转窑系统：
1.9:00窑投料"
,SRC生料,4913,8843,423136,,,,
回转窑,OPC熟料,0,65006,466182,62.50%,59.96%,60.36%,
,SRC熟料,2848,4459,259797,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,24 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,85.42%,45.39%,51.38%,"原料系统：
1.13:30-17:00窑停磨停
回转窑系统：
1.13:24-14:10入窑斗提低速报警跳停，窑止料"
,SRC生料,7899,16742,431035,,,,
回转窑,OPC熟料,0,65006,466182,96.96%,61.51%,60.51%,
,SRC熟料,4652,9111,264449,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,25 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,99.58%,47.55%,51.58%,1.9:00-9:12入磨分格轮过载跳停，立磨停机
,SRC生料,9231,25973,440266,,,,
回转窑,OPC熟料,0,65006,466182,100.00%,63.05%,60.68%,
,SRC熟料,4180,13291,268629,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,26 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,0,81645,711306,96.25%,49.43%,51.77%,1.0:49-1:42入磨分格轮过载跳停，立磨停机
,SRC生料,9066,35039,449332,,,,
回转窑,OPC熟料,0,65006,466182,100.00%,64.47%,60.84%,
,SRC熟料,4179,17470,272808,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,27 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,3127,84772,714433,100.00%,51.30%,51.97%,1.16:00原料磨改生产OPC生料。
,SRC生料,6254,41293,455586,,,,
回转窑,OPC熟料,0,65006,466182,100.00%,65.78%,61.01%,
,SRC熟料,4198,21667,277005,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,28 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,7250,92022,721683,79.17%,52.30%,52.08%,1.4:25-9:25石灰石取料机电缆断，停磨处理。
,SRC生料,0,41293,455586,,,,
回转窑,OPC熟料,0,65006,466182,100.00%,67.00%,61.17%,
,SRC熟料,4177,25844,281182,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,29 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9216,101238,730899,100.00%,53.94%,52.28%,
,SRC生料,0,41293,455586,,,,
回转窑,OPC熟料,4541,69547,470723,100.00%,68.14%,61.33%,
,SRC熟料,0,25844,281182,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,30 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,9360,110598,740259,100.00%,55.48%,52.48%,
,SRC生料,0,41293,455586,,,,
回转窑,OPC熟料,5043,74590,475765,100.00%,69.20%,61.49%,
,SRC熟料,0,25844,281182,,,,
项目生产信息,,,,,,,,
,,,,,,,,
2023年,8 ,月,31 ,日,,,,
主机名称,项目,日产量（T）,月产量（T）,年产量（T）,日运转率（%）,月累运转率（%）,年累运转率（%）,备注
原料磨,OPC生料,6277,116875,746536,70.96%,55.98%,52.55%,"原料系统：
1.17:02-24:00窑停磨停
回转窑系统：
1.16:56-24:00C5A堵料，窑止料"
,SRC生料,0,41293,455586,,,,
回转窑,OPC熟料,3557,78146,479322,70.83%,69.26%,61.53%,
,SRC熟料,0,25844,281182,,,,
